
"UCL_CODE_2016"	"UCL_NAME_2016"	"Latitude"	"Longitude"
"UCL421043"	"Yankalilla (L)"	-35.457944	138.345012
"UCL421044"	"Yorketown (L)"	-35.018269	137.60588
"UCL422001"	"Allendale East (L)"	-38.001376	140.708593
"UCL422002"	"Amata (L)"	-26.156451	131.14449
"UCL422003"	"American River (L)"	-35.779532	137.772639
"UCL422004"	"Andamooka Opal Fields (L)"	-30.451338	137.167453
"UCL422005"	"Arno Bay (L)"	-33.909766	136.573066
"UCL422006"	"Auburn (L)"	-34.026943	138.68594
"UCL422007"	"Beachport (L)"	-37.482351	140.008972
"UCL422008"	"Blanchetown (L)"	-34.358214	139.615601
"UCL422009"	"Blyth (L)"	-33.845845	138.487249
"UCL422010"	"Booleroo Centre (L)"	-32.882583	138.350172
"UCL422011"	"Boston (L)"	-34.679775	135.846389
"UCL422012"	"Bute (L)"	-33.86481	138.006502
"UCL422013"	"Callington (L)"	-35.115283	139.039644
"UCL422014"	"Charleston (L)"	-34.914787	138.904488
"UCL422015"	"Clarendon (L)"	-35.110736	138.62919
"UCL422016"	"Clayton Bay (L)"	-35.490711	138.919511
"UCL422017"	"Cobdogla (L)"	-34.244925	140.401797
"UCL422018"	"Coobowie (L)"	-35.046553	137.726851
"UCL422019"	"Coonalpyn (L)"	-35.696398	139.856295
"UCL422020"	"Dublin (L)"	-34.452152	138.352276
"UCL422021"	"Edithburgh (L)"	-35.083152	137.734662
"UCL422022"	"Elliston (L)"	-33.647002	134.891358
"UCL422023"	"Hawker (L)"	-31.888335	138.418009
"UCL422024"	"Houghton (L)"	-34.832607	138.758994
"UCL422025"	"Indulkana (L)"	-26.969507	133.306258
"UCL422026"	"Kalangadoo (L)"	-37.563577	140.696781
"UCL422027"	"Kaltjiti (Fregon) (L)"	-26.773071	132.028821
"UCL422028"	"Karoonda (L)"	-35.095511	139.898946
"UCL422029"	"Kersbrook (L)"	-34.78006	138.857407
"UCL422030"	"Laura (L) (SA)"	-33.183013	138.301311
"UCL422031"	"Leigh Creek (L)"	-30.588281	138.412503
"UCL422032"	"Lucindale (L)"	-36.970168	140.372401
"UCL422033"	"Mimili (L)"	-27.023987	132.701645
"UCL422034"	"Morgan (L)"	-34.030952	139.67043
"UCL422035"	"Mount Burr (L)"	-37.541366	140.453282
"UCL422036"	"Mount Torrens (L)"	-34.874757	138.961629
"UCL422037"	"Mullaquana (L)"	-33.057721	137.545286
"UCL422038"	"Mundulla (L)"	-36.362813	140.695657
"UCL422039"	"Myponga (L)"	-35.393717	138.46324
"UCL422040"	"Nangwarry (L)"	-37.543481	140.814756
"UCL422041"	"Napperby (L)"	-33.156073	138.11628
"UCL422042"	"Owen (L)"	-34.272316	138.543735
"UCL422043"	"Parham (L)"	-34.434093	138.258956
"UCL422044"	"Penneshaw (L)"	-35.728692	137.940051
"UCL422045"	"Point Turton (L)"	-34.942823	137.35117
"UCL422046"	"Port Germein (L)"	-33.02284	138.005578
"UCL422047"	"Port Neill (L)"	-34.118308	136.349138
"UCL422048"	"Port Victoria (L)"	-34.50012	137.482222
"UCL422049"	"Port Vincent (L)"	-34.775073	137.858784
"UCL422050"	"Pukatja (Ernabella) (L)"	-26.282534	132.135195
"UCL422051"	"Saddleworth (L)"	-34.084179	138.783324
"UCL422052"	"Smoky Bay (L)"	-32.37543	133.937216
"UCL422053"	"Snowtown (L)"	-33.785159	138.214863
"UCL422054"	"Southend (L)"	-37.571996	140.122513
"UCL422055"	"Spalding (L)"	-33.500814	138.610128
"UCL422056"	"Springton (L)"	-34.706982	139.088009
"UCL422057"	"Swan Reach (L)"	-34.573376	139.595581
"UCL422058"	"Tantanoola (L)"	-37.69453	140.457207
"UCL422059"	"Tarpeena (L)"	-37.621016	140.798758
"UCL422060"	"Tintinara (L)"	-35.883773	140.057121
"UCL422061"	"Truro (L)"	-34.412747	139.130491
"UCL422062"	"Warooka (L)"	-34.99287	137.401769
"UCL422063"	"Wasleys (L)"	-34.472371	138.680343
"UCL422064"	"Wilmington (L)"	-32.654897	138.099978
"UCL422065"	"Wirrabara (L)"	-33.035093	138.270071
"UCL422066"	"Woomera (L)"	-31.166851	136.81638
"UCL422067"	"Yahl (L)"	-37.873713	140.830356
"UCL422068"	"Yalata (L)"	-31.479701	131.847005
"UCL431777"	"Remainder of State/Territory (SA)"	-32.028817	135.002146
"UCL479997"	"Migratory - Offshore - Shipping (SA)"	0	0
"UCL499994"	"No usual address (SA)"	0	0
"UCL501001"	"Perth (WA)"	-32.104072	115.945538
"UCL511001"	"Bunbury"	-33.327149	115.670474
"UCL512001"	"Albany"	-34.994627	117.886959
"UCL512002"	"Busselton"	-33.664507	115.31521
"UCL512003"	"Geraldton"	-28.771364	114.648569
"UCL512004"	"Kalgoorlie - Boulder"	-30.75309	121.46457
"UCL513001"	"Broome"	-17.953289	122.220444
"UCL513002"	"Esperance"	-33.85173	121.898355
"UCL513003"	"Karratha"	-20.746126	116.832709
"UCL513004"	"Port Hedland"	-20.354757	118.629152
"UCL514001"	"Collie"	-33.359054	116.165205
"UCL514002"	"Dunsborough"	-33.610068	115.095685
"UCL514003"	"Margaret River"	-33.956893	115.075381
"UCL514004"	"Northam"	-31.652352	116.662145
"UCL514005"	"Yanchep"	-31.54545	115.645862
"UCL515001"	"Augusta"	-34.323555	115.1507
"UCL515002"	"Binningup"	-33.157478	115.691638
"UCL515003"	"Bridgetown"	-33.961716	116.139514
"UCL515004"	"Bullsbrook"	-31.669857	116.030916
"UCL515005"	"Capel"	-33.55505	115.562906
"UCL515006"	"Carnarvon"	-24.880091	113.654787
"UCL515007"	"Cowaramup"	-33.850334	115.096486
"UCL515008"	"Dampier"	-20.664106	116.710103
"UCL515009"	"Denmark"	-34.971649	117.360314
"UCL515010"	"Derby"	-17.330325	123.665963
"UCL515011"	"Donnybrook"	-33.574575	115.820771
"UCL515012"	"Drummond Cove"	-28.67526	114.614959
"UCL515013"	"Exmouth"	-21.94693	114.127883
"UCL515014"	"Fitzroy Crossing"	-18.192423	125.569551
"UCL515015"	"Harvey"	-33.079207	115.903185
"UCL515016"	"Jurien Bay"	-30.303645	115.044622
"UCL515017"	"Kalbarri"	-27.709315	114.169991
"UCL515018"	"Kambalda West"	-31.211569	121.621658
"UCL515019"	"Katanning"	-33.68316	117.546362
"UCL515020"	"Kununurra"	-15.773033	128.742545
"UCL515021"	"Little Grove"	-35.075133	117.871463
"UCL515022"	"Manjimup"	-34.248095	116.154665
"UCL515023"	"Merredin"	-31.481012	118.264421
"UCL515024"	"Moora"	-30.638437	115.997214
"UCL515025"	"Mount Barker (WA)"	-34.629061	117.662743
"UCL515026"	"Narrogin"	-32.937555	117.171672
"UCL515027"	"Newman"	-23.363045	119.737462
"UCL515028"	"Paraburdoo"	-23.201183	117.666369
"UCL515029"	"Pinjarra"	-32.617796	115.867074
"UCL515030"	"Port Denison - Dongara"	-29.254037	114.934663
"UCL515031"	"Tom Price"	-22.682968	117.773533
"UCL515032"	"Two Rocks"	-31.497127	115.594535
"UCL515033"	"Wagin"	-33.310824	117.346981
"UCL515034"	"Waroona"	-32.843722	115.929108
"UCL515035"	"Wickham"	-20.67486	117.138545
"UCL515036"	"York"	-31.871746	116.776394
"UCL521001"	"Allanson (L)"	-33.335323	116.092153
"UCL521002"	"Bakers Hill (L)"	-31.745182	116.452537
"UCL521003"	"Beverley (L)"	-32.107461	116.926824
"UCL521004"	"Bidyadanga (La Grange) (L)"	-18.680039	121.790121
"UCL521005"	"Boddington - Ranford (L)"	-32.798982	116.477819
"UCL521006"	"Boyanup (L)"	-33.48007	115.726405
"UCL521007"	"Boyup Brook (L)"	-33.832833	116.388607
"UCL521008"	"Brookton (L)"	-32.372713	117.012751
"UCL521009"	"Bruce Rock (L)"	-31.878332	118.149049
"UCL521010"	"Brunswick (L)"	-33.257785	115.836687
"UCL521011"	"Burekup (L)"	-33.313166	115.814791
"UCL521012"	"Cape Burney (L)"	-28.864351	114.651324
"UCL521013"	"Cardup (L)"	-32.257235	115.987579
"UCL521014"	"Cervantes (L)"	-30.502685	115.071687
"UCL521015"	"Chidlow (L)"	-31.860443	116.270724
"UCL521016"	"Coolgardie (L)"	-30.952227	121.162954
"UCL521017"	"Corrigin (L)"	-32.326855	117.877599
"UCL521018"	"Cunderdin (L)"	-31.657047	117.236999
"UCL521019"	"Dalwallinu (L)"	-30.277566	116.659841
"UCL521020"	"Denham (L)"	-25.922919	113.535485
"UCL521021"	"Gabbadah (L)"	-31.291149	115.502308
"UCL521022"	"Gingin (L)"	-31.343196	115.91376
"UCL521023"	"Gnarabup - Prevelly (L)"	-33.987315	114.994266
"UCL521024"	"Gnowangerup (L)"	-33.935225	118.005531
"UCL521025"	"Goomalling (L)"	-31.297802	116.829817
"UCL521026"	"Halls Creek (L)"	-18.225259	127.672611
"UCL521027"	"Hilbert (L)"	-32.177692	115.985977
"UCL521028"	"Hopetoun (L) (WA)"	-33.942488	120.122163
"UCL521029"	"Jarrahdale (L)"	-32.347736	116.05176
"UCL521030"	"Kambalda East (L)"	-31.216591	121.654428
"UCL521031"	"Kellerberrin (L)"	-31.627711	117.716906
"UCL521032"	"Kojonup (L)"	-33.831923	117.15644
"UCL521033"	"Lake Grace (L)"	-33.101992	118.463954
"UCL521034"	"Lancelin (L)"	-31.031802	115.346574
"UCL521035"	"Leonora (L)"	-28.883082	121.330818
"UCL521036"	"Looma (L)"	-18.056569	124.124807
"UCL521037"	"Lower Chittering Valley (L)"	-31.545207	116.064768
"UCL521038"	"Meekatharra (L)"	-26.595096	118.496109
"UCL521039"	"Morawa (L)"	-29.207887	116.016452
"UCL521040"	"Muchea (L)"	-31.582022	115.971251
"UCL521041"	"Mundijong (L)"	-32.282294	115.98248
"UCL521042"	"Nannup (L)"	-33.985345	115.764501
"UCL521043"	"Norseman (L)"	-32.194185	121.776428
"UCL521044"	"North Pinjarra (L)"	-32.601016	115.893404
"UCL521045"	"Northampton (L)"	-28.352912	114.636251
"UCL521046"	"Ocean Beach (L)"	-34.995333	117.336135
"UCL521047"	"Onslow (L)"	-21.658318	115.111606
"UCL521048"	"Pannawonica (L)"	-21.635403	116.335671
"UCL521049"	"Pemberton (L)"	-34.449014	116.038172
"UCL521050"	"Pingelly (L)"	-32.528562	117.085214
"UCL521051"	"Quairading (L)"	-32.009278	117.39885
"UCL521052"	"Roebourne (L)"	-20.764108	117.145182
"UCL521053"	"Serpentine (L)"	-32.374863	115.97259
"UCL521054"	"Southern Cross (L)"	-31.22695	119.32762
"UCL521055"	"Toodyay (L)"	-31.548319	116.460141
"UCL521056"	"Warburton (L)"	-26.140225	126.581643
"UCL521057"	"Wongan Hills (L)"	-30.897595	116.721262
"UCL521058"	"Woodridge Estate (L)"	-31.331556	115.599709
"UCL521059"	"Wundowie (L)"	-31.7696	116.389313
"UCL521060"	"Wyndham (L)"	-15.485497	128.121381
"UCL522001"	"Balgo (L)"	-20.144966	127.982123
"UCL522002"	"Balingup (L)"	-33.78406	115.986484
"UCL522003"	"Bardi (One Arm Point) (L)"	-16.447357	123.053396
"UCL522004"	"Bayulu (L)"	-18.296664	125.595783
"UCL522005"	"Beagle Bay (L)"	-17.009034	122.652161
"UCL522006"	"Bickley (L)"	-32.004291	116.090024
"UCL522007"	"Bremer Bay (L)"	-34.39305	119.386385
"UCL522008"	"Broomehill Village (L)"	-33.849532	117.638566
"UCL522009"	"Bullsbrook - West (L)"	-31.667684	115.999369
"UCL522010"	"Carmel (L)"	-32.021133	116.095862
"UCL522011"	"Carnamah (L)"	-29.690239	115.884462
"UCL522012"	"Cookernup (L)"	-32.996589	115.888106
"UCL522013"	"Coolup (L)"	-32.739662	115.87559
"UCL522014"	"Coral Bay (L)"	-23.143297	113.772903
"UCL522015"	"Cranbrook (L)"	-34.291387	117.552551
"UCL522016"	"Cuballing (L)"	-32.819157	117.177513
"UCL522017"	"Cue (L)"	-27.42393	117.899217
"UCL522018"	"Dardanup (L)"	-33.398263	115.75711
"UCL522019"	"Darkan (L)"	-33.339802	116.73364
"UCL522020"	"Djarindjin - Lombadina (L)"	-16.799356	122.79165
"UCL522021"	"Dowerin (L)"	-31.189831	117.037111
"UCL522022"	"Dumbleyung (L)"	-33.316519	117.739889
"UCL522023"	"Dwellingup (L)"	-32.710868	116.056362
"UCL522024"	"Green Head (L)"	-30.063202	114.976407
"UCL522025"	"Greenbushes (L)"	-33.846982	116.057587
"UCL522026"	"Guilderton (L)"	-31.338278	115.507573
"UCL522027"	"Herne Hill (L)"	-31.826655	116.020401
"UCL522028"	"Jerramungup (L)"	-33.950542	118.915854
"UCL522029"	"Jigalong (L)"	-23.357025	120.78143
"UCL522030"	"Kalumburu (L)"	-14.299333	126.647315
"UCL522031"	"Kendenup (L)"	-34.485465	117.61854
"UCL522032"	"Kiwirrkurra (L)"	-22.831297	127.75228
"UCL522033"	"Kondinin (L)"	-32.496334	118.270119
"UCL522034"	"Koorda (L)"	-30.818303	117.480075
"UCL522035"	"Kulin (L)"	-32.668075	118.161908
"UCL522036"	"Laverton (L)"	-28.621577	122.413916
"UCL522037"	"Leeman (L)"	-29.955868	114.987621
"UCL522038"	"Leinster (L)"	-27.918219	120.691548
"UCL522039"	"Marble Bar (L)"	-21.171238	119.743554
"UCL522040"	"Mindibungu (L)"	-19.552313	127.66391
"UCL522041"	"Mingenew (L)"	-29.197102	115.447563
"UCL522042"	"Mount Magnet (L)"	-28.058215	117.854933
"UCL522043"	"Mukinbudin (L)"	-30.918212	118.205235
"UCL522044"	"Mullewa (L)"	-28.540023	115.512957
"UCL522045"	"Narembeen (L)"	-32.064963	118.396392
"UCL522046"	"North Dandalup (L)"	-32.516171	115.963905
"UCL522047"	"Nullagine (L)"	-21.890501	120.108056
"UCL522048"	"Papulankutja (L)"	-25.991615	128.280448
"UCL522049"	"Peppermint Grove Beach (L)"	-33.524181	115.509193
"UCL522050"	"Perenjori (L)"	-29.433988	116.281802
"UCL522051"	"Point Samson (L)"	-20.631175	117.196163
"UCL522052"	"Ravensthorpe (L)"	-33.582889	120.054005
"UCL522053"	"Rottnest Island (L)"	-32.007489	115.503938
"UCL522054"	"Tambellup (L)"	-34.043234	117.633461
"UCL522055"	"Tammin (L)"	-31.640787	117.487094
"UCL522056"	"Three Springs (L)"	-29.5342	115.764094
"UCL522057"	"Tjuntjuntjara (L)"	-29.341354	127.100283
"UCL522058"	"Walpole (L)"	-34.976318	116.745031
"UCL522059"	"Wangkatjungka (L)"	-18.887136	125.92757
"UCL522060"	"Warakurna (L)"	-25.000493	128.284522
"UCL522061"	"Warmun (L)"	-17.026531	128.223626
"UCL522062"	"Wickepin (L)"	-32.780787	117.50065
"UCL522063"	"Williams (L)"	-33.026838	116.884088
"UCL522064"	"Wiluna (L)"	-26.596879	120.218359
"UCL522065"	"Wooroloo (L)"	-31.801019	116.326754
"UCL522066"	"Wyalkatchem (L)"	-31.176297	117.382442
"UCL522067"	"Yarloop (L)"	-32.952329	115.905035
"UCL522068"	"Yungngora (L)"	-18.508866	124.825636
"UCL531777"	"Remainder of State/Territory (WA)"	-24.437814	121.079157
"UCL579997"	"Migratory - Offshore - Shipping (WA)"	0	0
"UCL599994"	"No usual address (WA)"	0	0
"UCL603001"	"Hobart"	-42.872866	147.465351
"UCL611001"	"Launceston"	-41.434731	147.136753
"UCL612001"	"Devonport"	-41.201419	146.33683
"UCL613001"	"Burnie - Somerset"	-41.064391	145.911793
"UCL613002"	"Ulverstone"	-41.160859	146.197091
"UCL614001"	"New Norfolk"	-42.778978	147.05938
"UCL614002"	"Wynyard"	-40.99357	145.737426
"UCL615001"	"Beaconsfield"	-41.198095	146.817245
"UCL615002"	"Beauty Point"	-41.157893	146.813269
"UCL615003"	"Bridport"	-40.997626	147.384066
"UCL615004"	"Deloraine"	-41.527368	146.654384
"UCL615005"	"Dodges Ferry - Lewisham"	-42.848644	147.637902
"UCL615006"	"Evandale"	-41.569531	147.245214
"UCL615007"	"George Town"	-41.108665	146.831809
"UCL615008"	"Hadspen"	-41.5056	147.067789
"UCL615009"	"Huonville"	-43.019166	147.052069
"UCL615010"	"Latrobe"	-41.235506	146.419252
"UCL615011"	"Legana"	-41.360694	147.057858
"UCL615012"	"Longford"	-41.59859	147.123378
"UCL615013"	"Margate"	-43.033349	147.266247
"UCL615014"	"Midway Point"	-42.792994	147.529664
"UCL615015"	"Penguin"	-41.119481	146.067369
"UCL615016"	"Perth (Tas.)"	-41.573247	147.170443
"UCL615017"	"Port Sorell"	-41.145472	146.539709
"UCL615018"	"Primrose Sands"	-42.887498	147.666353
"UCL615019"	"Queenstown"	-42.087312	145.546385
"UCL615020"	"Scottsdale"	-41.158473	147.511221
"UCL615021"	"Sheffield"	-41.383245	146.332759
"UCL615022"	"Smithton"	-40.849552	145.115841
"UCL615023"	"Snug"	-43.076645	147.268877
"UCL615024"	"Sorell"	-42.78382	147.557618
"UCL615025"	"St Helens"	-41.339465	148.275033
"UCL615026"	"Westbury"	-41.528659	146.842862
"UCL621001"	"Bicheno (L)"	-41.870995	148.293799
"UCL621002"	"Campbell Town (L)"	-41.92683	147.494592
"UCL621003"	"Clifton Beach (L)"	-42.98099	147.550371
"UCL621004"	"Cremorne (L)"	-42.95714	147.531156
"UCL621005"	"Cressy (L)"	-41.687013	147.0788
"UCL621006"	"Currie (L)"	-39.92342	143.850541
"UCL621007"	"Cygnet (L)"	-43.160086	147.079517
"UCL621008"	"Electrona (L)"	-43.054905	147.256411
"UCL621009"	"Fern Tree (L)"	-42.934014	147.26332
"UCL621010"	"Geeveston (L)"	-43.170212	146.92497
"UCL621011"	"Gravelly Beach (L)"	-41.283036	146.961709
"UCL621012"	"Grindelwald (L)"	-41.352393	147.005839
"UCL621013"	"Howden (L)"	-43.019606	147.302391
"UCL621014"	"Lanena - Blackwall (L)"	-41.312333	146.963761
"UCL621015"	"Oatlands (L)"	-42.303637	147.369879
"UCL621016"	"Orford (L)"	-42.543436	147.892577
"UCL621017"	"Railton (L)"	-41.345718	146.427868
"UCL621018"	"Ranelagh (L)"	-43.011481	147.038635
"UCL621019"	"Richmond (L) (Tas.)"	-42.735459	147.439949
"UCL621020"	"Rosebery (L)"	-41.777831	145.530926
"UCL621021"	"Scamander (L)"	-41.452899	148.267466
"UCL621022"	"South Arm (L)"	-43.02861	147.412485
"UCL621023"	"Stieglitz (L)"	-41.319674	148.310452
"UCL621024"	"Strahan (L)"	-42.157994	145.334561
"UCL621025"	"Sulphur Creek (L)"	-41.094153	146.025002
"UCL621026"	"Swansea (L)"	-42.12933	148.075449
"UCL621027"	"Triabunna (L)"	-42.502461	147.914655
"UCL621028"	"Zeehan (L)"	-41.88811	145.339223
"UCL622001"	"Bagdad (L)"	-42.599268	147.220419
"UCL622002"	"Binalong Bay (L)"	-41.252539	148.302832
"UCL622003"	"Bothwell (L)"	-42.389735	147.004543
"UCL622004"	"Bracknell (L)"	-41.650501	146.936322
"UCL622005"	"Branxholm (L)"	-41.166487	147.741385
"UCL622006"	"Campania (L)"	-42.664618	147.419691
"UCL622007"	"Carrick (L)"	-41.530995	147.010184
"UCL622008"	"Collinsvale (L)"	-42.840224	147.194377
"UCL622009"	"Dilston (L)"	-41.327939	147.06435
"UCL622010"	"Dover (L)"	-43.320486	147.00321
"UCL622011"	"Dunalley (L)"	-42.884365	147.814248
"UCL622012"	"Eaglehawk Neck (L)"	-43.023275	147.911198
"UCL622013"	"Exeter (L) (Tas.)"	-41.299689	146.95288
"UCL622014"	"Fingal (L)"	-41.645076	147.978932
"UCL622015"	"Forth (L)"	-41.189727	146.248108
"UCL622016"	"Franklin (L)"	-43.089277	147.009023
"UCL622017"	"Gawler (L)"	-41.186399	146.163572
"UCL622018"	"Heybridge (L)"	-41.078817	145.990535
"UCL622019"	"Hillwood (L)"	-41.239865	146.996135
"UCL622020"	"Kempton (L)"	-42.530438	147.198636
"UCL622021"	"Kettering (L)"	-43.126848	147.245159
"UCL622022"	"Lilydale (L)"	-41.255027	147.214071
"UCL622023"	"Low Head (L)"	-41.072774	146.805573
"UCL622024"	"Maydena (L)"	-42.754983	146.626745
"UCL622025"	"Mole Creek (L)"	-41.559213	146.406891
"UCL622026"	"Nubeena (L)"	-43.101269	147.742855
"UCL622027"	"Opossum Bay (L)"	-42.985468	147.405772
"UCL622028"	"Ridgley (L)"	-41.145221	145.835342
"UCL622029"	"Ross (L)"	-42.031831	147.49844
"UCL622030"	"Sisters Beach (L)"	-40.915951	145.552029
"UCL622031"	"St Marys (L)"	-41.58329	148.187152
"UCL622032"	"Stanley (L)"	-40.764626	145.302522
"UCL622033"	"Swan Point (L)"	-41.261371	146.965082
"UCL622034"	"Tullah (L)"	-41.738552	145.618125
"UCL622035"	"Waratah (L)"	-41.451767	145.53744
"UCL622036"	"White Beach (L)"	-43.118381	147.739038
"UCL631777"	"Remainder of State/Territory (Tas.)"	-42.14234	146.483227
"UCL679997"	"Migratory - Offshore - Shipping (Tas.)"	0	0
"UCL699994"	"No usual address (Tas.)"	0	0
"UCL703001"	"Darwin"	-12.427891	130.933308
"UCL712001"	"Alice Springs"	-23.745914	133.872143
"UCL714001"	"Katherine"	-14.466476	132.280109
"UCL715001"	"Galiwinku"	-12.025492	135.572708
"UCL715002"	"Gunbalanya (Oenpelli)"	-12.327175	133.039738
"UCL715003"	"Maningrida"	-12.057371	134.235783
"UCL715004"	"Milingimbi"	-12.100011	134.905204
"UCL715005"	"Ngukurr"	-14.733157	134.743236
"UCL715006"	"Nhulunbuy"	-12.181298	136.779294
"UCL715007"	"Tennant Creek"	-19.659065	134.190739
"UCL715008"	"Wadeye"	-14.247814	129.517764
"UCL715009"	"Wurrumiyanga (Nguiu)"	-11.755563	130.623828
"UCL721001"	"Alyangula (L)"	-13.84889	136.417953
"UCL721002"	"Angurugu (L)"	-13.980248	136.461382
"UCL721003"	"Borroloola (L)"	-16.069738	136.308619
"UCL721004"	"Daguragu - Kalkarindji (L)"	-17.425339	130.809466
"UCL721005"	"Gapuwiyak (L)"	-12.503435	135.795176
"UCL721006"	"Hermannsburg (L)"	-23.93471	132.792543
"UCL721007"	"Howard Springs (L)"	-12.488969	131.054163
"UCL721008"	"Humpty Doo (L)"	-12.574716	131.098617
"UCL721009"	"Jabiru (L)"	-12.671046	132.837159
"UCL721010"	"Lajamanu (L)"	-18.332788	130.637981
"UCL721011"	"Minyerri (L)"	-15.227761	134.078317
"UCL721012"	"Numbulwar (L)"	-14.27132	135.741599
"UCL721013"	"Ramingining (L)"	-12.330983	134.923797
"UCL721014"	"Santa Teresa (Ltyentye Purte) (L)"	-24.128908	134.383863
"UCL721015"	"Umbakumba (L)"	-13.866196	136.795446
"UCL721016"	"Wugular (Beswick) (L)"	-14.557198	133.115862
"UCL721017"	"Yirrkala (L)"	-12.246198	136.87734
"UCL721018"	"Yuendumu (L)"	-22.258788	131.792442
"UCL721019"	"Yulara (L)"	-25.206908	130.970055
"UCL722001"	"Adelaide River (L)"	-13.235608	131.112177
"UCL722002"	"Ali Curung (L)"	-21.024208	134.321238
"UCL722003"	"Alpurrurulam (L)"	-20.983969	137.836259
"UCL722004"	"Amoonguna (L)"	-23.768359	133.930333
"UCL722005"	"Ampilatwatja (L)"	-21.664908	135.242487
"UCL722006"	"Apatula (Finke) (L)"	-25.56965	134.575741
"UCL722007"	"Areyonga (L)"	-24.087085	132.271647
"UCL722008"	"Atitjere (L)"	-22.998547	134.926657
"UCL722009"	"Barunga (L)"	-14.528788	132.866965
"UCL722010"	"Batchelor (L)"	-13.053573	131.027874
"UCL722011"	"Binjari (L)"	-14.548771	132.183884
"UCL722012"	"Bulman - Weemol (L)"	-13.660626	134.328558
"UCL722013"	"Canteen Creek (L)"	-20.639042	135.586855
"UCL722014"	"Elliott (L)"	-17.552407	133.538731
"UCL722015"	"Gunyangara (L)"	-12.217135	136.708332
"UCL722016"	"Ilparpa (L)"	-23.755348	133.82062
"UCL722017"	"Jilkminggan (L)"	-14.960153	133.294657
"UCL722018"	"Kaltukatjara (Docker River) (L)"	-24.877424	129.095642
"UCL722019"	"Laramba (L)"	-22.541007	132.764967
"UCL722020"	"Mataranka (L)"	-14.926178	133.094527
"UCL722021"	"Milikapiti (L)"	-11.421718	130.657745
"UCL722022"	"Minjilang (L)"	-11.149232	132.559721
"UCL722023"	"Mutitjulu (L)"	-25.350695	131.067361
"UCL722024"	"Nauiyu Nambiyu (Daly River) (L)"	-13.743464	130.69477
"UCL722025"	"Nganmarriyanga (Palumpa) (L)"	-14.329555	129.88735
"UCL722026"	"Nyirripi (L)"	-22.646901	130.558319
"UCL722027"	"Papunya (L)"	-23.202705	131.912245
"UCL722028"	"Pine Creek (L)"	-13.823574	131.82619
"UCL722029"	"Pirlangimpi (L)"	-11.391847	130.424172
"UCL722030"	"Robinson River (Mungoorbada) (L)"	-16.759451	136.98315
"UCL722031"	"Timber Creek (L)"	-15.654079	130.492673
"UCL722032"	"Titjikala (L)"	-24.678924	134.076217
"UCL722033"	"Wagait Beach - Mandorah (L)"	-12.43745	130.758076
"UCL722034"	"Walungurru (Kintore) (L)"	-23.273693	129.381796
"UCL722035"	"Warruwi (L)"	-11.658049	133.379828
"UCL722036"	"Willowra (L)"	-21.264212	132.620138
"UCL722037"	"Wutunugurra (L)"	-20.462481	135.250411
"UCL722038"	"Yarralin (L)"	-16.449694	130.839975
"UCL722039"	"Yuelamu (L)"	-22.265325	132.202519
"UCL731777"	"Remainder of State/Territory (NT)"	-18.557517	133.499747
"UCL779997"	"Migratory - Offshore - Shipping (NT)"	0	0
"UCL799994"	"No usual address (NT)"	0	0
"UCL802001"	"Canberra - Queanbeyan (Canberra Part)"	-35.31398	149.114588
"UCL822001"	"Hall (L)"	-35.17005	149.068424
"UCL831777"	"Remainder of State/Territory (ACT)"	-35.522589	149.081039
"UCL879997"	"Migratory - Offshore - Shipping (ACT)"	0	0
"UCL899994"	"No usual address (ACT)"	0	0
"UCL915001"	"Flying Fish Cove"	-10.432715	105.670853
"UCL921001"	"Norfolk Island (L)"	-29.034967	167.951716
"UCL922001"	"Home Island (L)"	-12.115294	96.896984
"UCL922002"	"Jervis Bay (L)"	-35.140689	150.700409
"UCL922003"	"West Island (L)"	-12.170981	96.83031
"UCL931777"	"Remainder of State/Territory (OT)"	-10.49142	105.622937
"UCL979997"	"Migratory - Offshore - Shipping (OT)"	0	0
"UCL999994"	"No usual address (OT)"	0	0
